repeat,layer,AUROC,Accuracy,F1
0,0,0.5,0.5,0.6666666666666666
0,1,0.4808888888888888,0.4733333333333333,0.47035550657928143
0,2,0.48694444444444446,0.48500000000000004,0.48641775452410557
0,3,0.503611111111111,0.5,0.48592796850617104
0,4,0.5055,0.5066666666666667,0.4983262081653656
0,5,0.49722222222222223,0.51,0.4985321150951717
0,6,0.5004444444444445,0.5,0.49158260171377127
0,7,0.49433333333333335,0.5033333333333333,0.5021287302513333
0,8,0.4807222222222222,0.5050000000000001,0.5031084608254087
0,9,0.5067222222222222,0.5050000000000001,0.498898822796704
0,10,0.5109444444444444,0.5316666666666666,0.5253517128662484
0,11,0.519611111111111,0.5266666666666666,0.5286293050314939
0,12,0.5321111111111111,0.53,0.5232274258478228
0,13,0.5107777777777778,0.505,0.49929432352706693
0,14,0.524611111111111,0.5283333333333333,0.5291684019096692
0,15,0.4995000000000001,0.5066666666666666,0.5062457321657681
0,16,0.5152777777777777,0.485,0.4791438538166675
0,17,0.518,0.5,0.4934115116904253
0,18,0.5129444444444444,0.5183333333333333,0.5158711078634353
0,19,0.5094444444444444,0.5033333333333333,0.49901129815063766
0,20,0.4848888888888889,0.47333333333333333,0.463060445006661
0,21,0.5216111111111111,0.4966666666666667,0.49602845527321204
0,22,0.46644444444444444,0.48500000000000004,0.4806970767321272
0,23,0.5088333333333332,0.51,0.5049868531979576
0,24,0.5134444444444444,0.51,0.5181535099458839
0,25,0.5179444444444444,0.5066666666666666,0.5018435464088593
0,26,0.5200555555555556,0.52,0.5098713692617959
0,27,0.5008333333333334,0.5166666666666667,0.5147684667449176
0,28,0.4952222222222222,0.5133333333333334,0.5060699496167224
1,0,0.5,0.5,0.6666666666666666
1,1,0.543611111111111,0.5216666666666667,0.519010546754678
1,2,0.5238888888888888,0.52,0.5158266039947422
1,3,0.5202222222222221,0.5216666666666667,0.5174290713660792
1,4,0.5293888888888889,0.5283333333333332,0.5211640690574972
1,5,0.5306666666666666,0.5199999999999999,0.5069681730123435
1,6,0.5320555555555556,0.53,0.5177856867774493
1,7,0.5121666666666667,0.5,0.48238134592680043
1,8,0.49733333333333335,0.5033333333333333,0.4871596469991826
1,9,0.5211666666666667,0.505,0.4891558048054647
1,10,0.5268333333333334,0.5083333333333334,0.5075072984084696
1,11,0.5146666666666666,0.515,0.5062987159732922
1,12,0.5072777777777777,0.5033333333333333,0.5067826267787521
1,13,0.5083333333333334,0.5199999999999999,0.5197265656273143
1,14,0.48977777777777776,0.5016666666666667,0.5148380829614467
1,15,0.48022222222222216,0.4883333333333334,0.48298580056088014
1,16,0.49377777777777776,0.5,0.4914513565500676
1,17,0.5173888888888889,0.5116666666666666,0.5145215286391757
1,18,0.5286666666666667,0.515,0.5161392089041766
1,19,0.49672222222222223,0.4883333333333333,0.4933516439771579
1,20,0.518,0.5066666666666666,0.5071108931636316
1,21,0.5282222222222221,0.5466666666666666,0.5456156913346456
1,22,0.47955555555555557,0.48666666666666664,0.48904673510421137
1,23,0.4957777777777778,0.4966666666666667,0.5052069752140272
1,24,0.47111111111111115,0.485,0.4933574552894123
1,25,0.4731666666666666,0.49000000000000005,0.4887006946760006
1,26,0.4882777777777777,0.5,0.5100300222467008
1,27,0.4894444444444444,0.5,0.4999038122296636
1,28,0.49911111111111106,0.5033333333333333,0.5129027048081258
2,0,0.5,0.5,0.6666666666666666
2,1,0.45633333333333326,0.465,0.46333504920540813
2,2,0.4612222222222222,0.46333333333333326,0.47113384863799307
2,3,0.4809444444444444,0.4866666666666667,0.49294786186126976
2,4,0.46977777777777785,0.4766666666666667,0.484852758834562
2,5,0.4726666666666667,0.49000000000000005,0.49108852162155603
2,6,0.46272222222222226,0.495,0.4969349635362755
2,7,0.45838888888888885,0.475,0.47699057718972887
2,8,0.4687222222222222,0.4933333333333333,0.49519937719649454
2,9,0.4765,0.48,0.47796636352586813
2,10,0.5094444444444444,0.4883333333333333,0.4937651471957459
2,11,0.5061666666666668,0.5066666666666666,0.5129875067684242
2,12,0.47766666666666674,0.5016666666666667,0.5132812094491808
2,13,0.5136111111111111,0.5433333333333333,0.5535411072639949
2,14,0.5082777777777778,0.5116666666666666,0.5232974672601229
2,15,0.5166666666666667,0.515,0.5173464532491431
2,16,0.5113333333333333,0.525,0.5207902214552774
2,17,0.521,0.5166666666666667,0.5074271316052864
2,18,0.5195555555555555,0.4916666666666667,0.4956910788499463
2,19,0.5091666666666667,0.495,0.4965879102854327
2,20,0.499,0.4883333333333334,0.4770410523832977
2,21,0.5111666666666667,0.49833333333333335,0.5083230836270635
2,22,0.5122222222222222,0.515,0.5183138817034247
2,23,0.4959444444444444,0.4883333333333333,0.4970909460059275
2,24,0.487,0.475,0.47439179835377254
2,25,0.5136666666666667,0.5016666666666667,0.4991902532034612
2,26,0.5097222222222222,0.49000000000000005,0.4847900821241294
2,27,0.5175,0.505,0.49041901416634853
2,28,0.5102222222222222,0.5066666666666666,0.499902796195607
3,0,0.5,0.5,0.6666666666666666
3,1,0.49350000000000005,0.495,0.492476983672542
3,2,0.48649999999999993,0.475,0.47853396345417104
3,3,0.46594444444444444,0.4716666666666667,0.4774051195695789
3,4,0.4850555555555555,0.4866666666666667,0.48726930025678356
3,5,0.483,0.49000000000000005,0.4913085900277682
3,6,0.49772222222222223,0.515,0.5183268657954228
3,7,0.49877777777777776,0.5066666666666667,0.5073145511648185
3,8,0.4815555555555555,0.4883333333333333,0.48892271480612076
3,9,0.47027777777777774,0.4766666666666667,0.48670766868238663
3,10,0.45983333333333337,0.4533333333333333,0.4639112319220654
3,11,0.4676111111111111,0.4616666666666666,0.46956275415405846
3,12,0.45855555555555555,0.465,0.47673456221198157
