,AUROC,AUROC,AUROC,Accuracy,Accuracy,Accuracy,F1,F1,F1
,mean,std,max,mean,std,max,mean,std,max
layer,,,,,,,,,
0,0.5,0.0,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.6666666666666666
1,0.5055888888888889,0.038342843694116384,0.5544444444444444,0.5016666666666667,0.03329627569727046,0.5616666666666668,0.5005402377611272,0.029913322070189024,0.5521054850196457
2,0.49977777777777777,0.03909911432169198,0.5571111111111111,0.49716666666666665,0.029711057092945165,0.5416666666666667,0.499250655480426,0.02842218035454386,0.5430921738111376
3,0.5008277777777778,0.041265030931501516,0.5728888888888889,0.4995,0.02948163270015192,0.5366666666666666,0.4985363364486868,0.028193202265442592,0.5409290637086713
4,0.5059111111111111,0.03943381181680629,0.5765,0.5013333333333334,0.027897519691511493,0.55,0.5003312769129156,0.024861049746241638,0.5494059677867703
5,0.4995777777777778,0.038741565744349185,0.5489444444444445,0.501,0.026448179008005536,0.5366666666666666,0.49804693314925397,0.024718715851363534,0.533736695535541
6,0.49802777777777774,0.03870200465879065,0.5462222222222222,0.5035000000000001,0.031075872900744254,0.5366666666666666,0.5010053813964582,0.030342962548939062,0.5351286227655215
7,0.49962222222222225,0.03947192400474657,0.556,0.5031666666666668,0.030138056824151823,0.5450000000000002,0.5004709103549358,0.028619008237298734,0.5386141604609324
8,0.5017166666666666,0.03935035247688219,0.5682222222222222,0.5008333333333332,0.022976773027678005,0.5449999999999999,0.49881185809794826,0.02293174364543852,0.5393640636099611
9,0.49853333333333333,0.03816929654712813,0.5602777777777778,0.4958333333333333,0.03120274204474843,0.5449999999999999,0.4921521182723466,0.028706313499179528,0.5354536803129395
10,0.49805,0.03347448970343462,0.5411111111111111,0.49066666666666664,0.029691832854702758,0.5316666666666666,0.4896809389025914,0.031116660921839318,0.5295120621245256
11,0.5029166666666667,0.026837572831772336,0.5386666666666666,0.4996666666666667,0.022781842455758764,0.5266666666666666,0.4973468529372922,0.027295212714507133,0.5286293050314939
12,0.49672777777777777,0.038907327639313934,0.5703333333333334,0.49799999999999994,0.03557985280922229,0.5633333333333332,0.5010063999225358,0.036398878078214,0.5735539579065003
13,0.5015055555555555,0.029355601466305514,0.5453888888888889,0.4998333333333333,0.03131333088890457,0.5433333333333333,0.5005421013185654,0.03401918043357812,0.5535411072639949
14,0.5032722222222222,0.03137813592720442,0.5480555555555555,0.5041666666666667,0.026796558651355894,0.5450000000000002,0.5065218324640035,0.030494311610079924,0.5555358901448052
15,0.4994888888888889,0.02628644572932854,0.5564444444444445,0.49916666666666665,0.022100360312128968,0.5366666666666666,0.4950744271804342,0.02752352031671266,0.5448238622864425
16,0.5034722222222222,0.025831166111137532,0.5402222222222223,0.504,0.026518104693646797,0.5483333333333335,0.5007321112097274,0.026676877327324235,0.5421626279656347
17,0.502788888888889,0.02547228516222014,0.5378333333333334,0.49866666666666665,0.02129742348063683,0.53,0.4972477784010051,0.023129358840286333,0.5216434155234211
18,0.5000388888888889,0.03520265696809216,0.5350555555555555,0.5006666666666667,0.030053450326762977,0.5449999999999999,0.4980600008122077,0.03620672467086779,0.5572990013094832
19,0.49757777777777773,0.02749047970885138,0.5494444444444444,0.4965,0.019711656011508753,0.5349999999999999,0.4934729544976456,0.02562986302585677,0.535242689176967
20,0.501738888888889,0.021633102365814807,0.5233333333333333,0.49783333333333335,0.022055625524658107,0.5266666666666666,0.49573756259456925,0.026894063414059872,0.5390609966030392
21,0.5099944444444444,0.022209355071115794,0.5306666666666666,0.5063333333333333,0.023104699965457824,0.5466666666666666,0.5051005201515866,0.02358661544534614,0.5456156913346456
22,0.49870000000000003,0.029150962262385914,0.5438333333333334,0.49749999999999994,0.023323410588537003,0.5316666666666666,0.4973093468898357,0.025742745801847346,0.5325961142933667
23,0.49848333333333333,0.01784507036554258,0.528,0.5006666666666667,0.017252661272616918,0.5233333333333334,0.5038068441732344,0.018770628541956852,0.5335620433975714
24,0.49292777777777774,0.034622479455929646,0.5509999999999999,0.4913333333333333,0.024567870215254306,0.5349999999999999,0.4958070069185312,0.026671606018883857,0.5390604134172218
25,0.49015555555555557,0.03167322652436362,0.5357777777777778,0.492,0.01820324214779767,0.5166666666666666,0.48919356593786434,0.019955073780058733,0.511753300024849
26,0.4919111111111111,0.02590920360172657,0.528,0.49283333333333335,0.019563918666265407,0.5233333333333334,0.4941108418699497,0.022409635686158037,0.5329486898409012
27,0.4918111111111111,0.025970955603893786,0.5338888888888889,0.496,0.023441548004334265,0.525,0.49535712812935984,0.0234410685062016,0.5269171736476085
28,0.49363888888888885,0.029486974292884743,0.5205,0.49850000000000005,0.02645109626891031,0.5216666666666667,0.49681550521419926,0.0268958870960918,0.5331339881869542
