index,label,label_name,prompt,entropy,top1_prob,margin,score_entropy,score_neg_top1_prob,score_neg_margin
0,0,known,请回答：Smalltalk的主要设计者是什么？,3.365671157836914,0.30256208777427673,0.08292557299137115,3.365671157836914,-0.30256208777427673,-0.08292557299137115
1,1,unknown,请回答：唐古拉山主峰的主要设计者是什么？,3.5401909351348877,0.2621907591819763,0.11279897391796112,3.5401909351348877,-0.2621907591819763,-0.11279897391796112
2,0,known,请回答：电流的国际单位是什么？,3.5304338932037354,0.27619093656539917,0.12126186490058899,3.5304338932037354,-0.27619093656539917,-0.12126186490058899
3,0,known,请回答：功率的国际单位是什么？,3.822922706604004,0.25087621808052063,0.13050449639558792,3.822922706604004,-0.25087621808052063,-0.13050449639558792
4,1,unknown,请回答：氧的主要流经大洲是什么？,4.348196029663086,0.1227404996752739,0.005620695650577545,4.348196029663086,-0.1227404996752739,-0.005620695650577545
5,1,unknown,请回答：放射性活度的出生国家是什么？,3.617436408996582,0.17976735532283783,0.04193493723869324,3.617436408996582,-0.17976735532283783,-0.04193493723869324
6,0,known,请回答：甲烷的化学式是什么？,3.808434247970581,0.3338072896003723,0.2882770635187626,3.808434247970581,-0.3338072896003723,-0.2882770635187626
7,0,known,请回答：联合国儿童基金会的总部所在地是什么？,2.949972152709961,0.34435269236564636,0.20737865567207336,2.949972152709961,-0.34435269236564636,-0.20737865567207336
8,0,known,请回答：体积的国际单位是什么？,2.6986708641052246,0.5369579195976257,0.4450952559709549,2.6986708641052246,-0.5369579195976257,-0.4450952559709549
9,0,known,请回答：氯的化学符号是什么？,3.5030019283294678,0.27730420231819153,0.1872767060995102,3.5030019283294678,-0.27730420231819153,-0.1872767060995102
10,0,known,请回答：《变形记》的作者是什么？,2.459057331085205,0.4632832705974579,0.2266613245010376,2.459057331085205,-0.4632832705974579,-0.2266613245010376
11,1,unknown,请回答：印度河的化学符号是什么？,3.284928560256958,0.26362818479537964,0.12029603123664856,3.284928560256958,-0.26362818479537964,-0.12029603123664856
12,1,unknown,请回答：干城章嘉峰的主要设计者是什么？,3.6005499362945557,0.18119245767593384,0.012302502989768982,3.6005499362945557,-0.18119245767593384,-0.012302502989768982
13,0,known,请回答：Python的主要设计者是什么？,3.8009557723999023,0.19535239040851593,0.04557052254676819,3.8009557723999023,-0.19535239040851593,-0.04557052254676819
14,1,unknown,请回答：世界自然基金会的化学式是什么？,3.8170459270477295,0.30735665559768677,0.22133738547563553,3.8170459270477295,-0.30735665559768677,-0.22133738547563553
15,0,known,请回答：联合国教科文组织的总部所在地是什么？,3.0538647174835205,0.36623743176460266,0.26453697681427,3.0538647174835205,-0.36623743176460266,-0.26453697681427
16,1,unknown,请回答：速度的出生国家是什么？,3.201543092727661,0.2964783310890198,0.08624371886253357,3.201543092727661,-0.2964783310890198,-0.08624371886253357
17,0,known,请回答：门捷列夫的出生国家是什么？,2.246363401412964,0.5877001285552979,0.5281299948692322,2.246363401412964,-0.5877001285552979,-0.5281299948692322
18,0,known,请回答：珠穆朗玛峰的所在山脉是什么？,2.3399479389190674,0.5761637091636658,0.5186683423817158,2.3399479389190674,-0.5761637091636658,-0.5186683423817158
19,0,known,请回答：铅的化学符号是什么？,4.170266628265381,0.11435755342245102,0.01500198245048523,4.170266628265381,-0.11435755342245102,-0.01500198245048523
20,1,unknown,请回答：维苏威火山的主要设计者是什么？,3.6668498516082764,0.2549116909503937,0.1589110642671585,3.6668498516082764,-0.2549116909503937,-0.1589110642671585
21,1,unknown,请回答：功率的出生国家是什么？,3.672762632369995,0.2104678750038147,0.051598384976387024,3.672762632369995,-0.2104678750038147,-0.051598384976387024
