,AUROC,AUROC,AUROC,Accuracy,Accuracy,Accuracy,F1,F1,F1
,mean,std,max,mean,std,max,mean,std,max
layer,,,,,,,,,
0,0.5,0.0,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.6666666666666666
1,0.5076,0.03846410686792004,0.5562777777777776,0.5045,0.033610422398820894,0.5533333333333333,0.50419576527714,0.03280175687630473,0.550159482281736
2,0.4968166666666667,0.04045891623123773,0.5664444444444445,0.5035000000000001,0.03384286492265155,0.5666666666666667,0.49987097749014814,0.03267122492046692,0.5677630293570385
3,0.49435,0.04308306210165278,0.5492777777777779,0.4946666666666667,0.02791963776340061,0.5433333333333333,0.4933993270694265,0.02384574410558664,0.537065409829359
4,0.4939611111111111,0.040963030356250214,0.5429999999999999,0.49383333333333324,0.032145982603287555,0.5283333333333333,0.49137467308145155,0.03159600954671518,0.5201373477001916
5,0.5025888888888889,0.04680889701227931,0.5488333333333334,0.49849999999999994,0.03163692560487498,0.5266666666666666,0.49902410254697127,0.02894863264089232,0.5217042962436319
6,0.4966666666666667,0.04050968147928112,0.5518333333333333,0.49366666666666664,0.032335051500740744,0.5383333333333333,0.49336422652393297,0.03040658922867177,0.5302730403091416
7,0.49429999999999996,0.037408637676872254,0.5477777777777778,0.49483333333333335,0.03202477821551754,0.5416666666666667,0.49374514163866545,0.030917585151641554,0.5395444629785504
8,0.4977333333333333,0.03580915348414463,0.5535555555555556,0.49733333333333335,0.028384485416256527,0.5416666666666667,0.4940411937488851,0.029711601122985085,0.5365365214191009
9,0.49491666666666667,0.03167274416447196,0.5581666666666667,0.49366666666666664,0.023828088000882035,0.5383333333333333,0.49083647424702714,0.022441317777481984,0.5322903843570768
10,0.4961166666666667,0.037715993867531064,0.5693333333333335,0.5003333333333333,0.030739848269061735,0.5549999999999999,0.4984469593462972,0.03084418633770036,0.5477618300963172
11,0.49543333333333334,0.03797402548844381,0.5671666666666666,0.5015,0.030936514044645817,0.5599999999999999,0.5006032384197783,0.02956583390735874,0.5588367959822769
12,0.5015555555555555,0.03477618029699902,0.5406111111111112,0.5016666666666667,0.029260431293919312,0.54,0.4998497819215212,0.03197513168097068,0.5394819801069455
13,0.5008,0.03012492508058918,0.5307777777777777,0.5013333333333334,0.029884551523372174,0.5349999999999999,0.49713185222566636,0.031130746161441108,0.5421009934028256
14,0.4919666666666667,0.027224718958317948,0.5280000000000001,0.4956666666666667,0.02423139479739375,0.53,0.49374520825210555,0.02060266551558508,0.5229032878136786
15,0.4841111111111111,0.036408057339438256,0.5396111111111112,0.4888333333333333,0.02572468190783435,0.5399999999999999,0.4894510304371204,0.022149405159134872,0.5341473353518338
16,0.48848888888888886,0.02109503611508745,0.5205,0.4993333333333333,0.02056606338031083,0.5266666666666666,0.49893867569286804,0.017919379806067323,0.5252910157641473
17,0.4966055555555555,0.021205093760031882,0.5221666666666668,0.4993333333333333,0.018361930558281708,0.5349999999999999,0.49641869819174483,0.015628750016608784,0.5188561978612993
18,0.49321666666666675,0.02084822430784271,0.5286666666666667,0.49033333333333334,0.02427720568865743,0.5316666666666666,0.4846028501285586,0.020867936207980116,0.5157001742126678
19,0.4944333333333333,0.026863698536124567,0.5301666666666667,0.5001666666666666,0.022422018499239683,0.5316666666666667,0.49870528248940504,0.021982744522152806,0.5287121741861532
20,0.49877777777777776,0.027344472286168844,0.5675000000000001,0.49883333333333335,0.02610579142027706,0.5599999999999999,0.49816254556373457,0.0283112005516234,0.5624897103039925
21,0.49765,0.0328403049772893,0.5530555555555555,0.491,0.02572648152880323,0.5283333333333334,0.49204420800397075,0.024490574366751953,0.5299564939040062
22,0.5059666666666667,0.029072224522439377,0.5462222222222222,0.5031666666666667,0.019107396279781096,0.5383333333333333,0.5064047326356096,0.018355815801587082,0.5458012972496953
23,0.4974,0.02696232447351467,0.5428888888888889,0.5003333333333333,0.02624434095378974,0.5533333333333333,0.4984631512340932,0.02635230971309655,0.5566681909986161
24,0.5055277777777778,0.03588616786306039,0.5653333333333334,0.504,0.02760166393266626,0.5449999999999999,0.49987741820020765,0.0264134829312044,0.5534099418552334
25,0.5031333333333333,0.03931848432832251,0.5792222222222222,0.5046666666666667,0.03448742837686485,0.5783333333333334,0.49899193025260535,0.03996563729154012,0.5883729208015097
26,0.5066277777777778,0.03109042577321747,0.5447777777777778,0.5086666666666667,0.025936770218797776,0.5416666666666667,0.5050501843817232,0.028862096407565645,0.5485968278607631
27,0.506788888888889,0.03434868009715961,0.5467777777777778,0.49850000000000005,0.027187619731537122,0.5333333333333334,0.498193685246542,0.02954183999943281,0.5271581755087894
28,0.5100777777777779,0.02894787662407252,0.5446111111111112,0.5018333333333334,0.02420909430180279,0.5416666666666667,0.49315558497859663,0.027901183323117838,0.5466654921199606
