index,label,label_name,prompt,entropy,top1_prob,margin,score_entropy,score_neg_top1_prob,score_neg_margin
0,0,known,"请回答下面查询。
对象：火星
属性：所属恒星
答案：",4.374116897583008,0.17520423233509064,0.04601673781871796,4.374116897583008,-0.17520423233509064,-0.04601673781871796
1,1,unknown,"请回答下面查询。
对象：图灵奖
属性：常见病原体
答案：",4.620266914367676,0.2908443808555603,0.21195072680711746,4.620266914367676,-0.2908443808555603,-0.21195072680711746
2,1,unknown,"请回答下面查询。
对象：毕加索
属性：所属纲
答案：",4.385909080505371,0.17687958478927612,0.09462293237447739,4.385909080505371,-0.17687958478927612,-0.09462293237447739
3,1,unknown,"请回答下面查询。
对象：金球奖
属性：常见病原体
答案：",5.103415012359619,0.15606573224067688,0.09998233616352081,5.103415012359619,-0.15606573224067688,-0.09998233616352081
4,1,unknown,"请回答下面查询。
对象：伦勃朗
属性：所属纲
答案：",5.262621879577637,0.08964566141366959,0.0020766407251358032,5.262621879577637,-0.08964566141366959,-0.0020766407251358032
5,1,unknown,"请回答下面查询。
对象：Django
属性：所在国家
答案：",2.8515188694000244,0.3515113294124603,0.24430643022060394,2.8515188694000244,-0.3515113294124603,-0.24430643022060394
6,1,unknown,"请回答下面查询。
对象：悉尼
属性：导演
答案：",5.430593967437744,0.06565976142883301,0.007260762155056,5.430593967437744,-0.06565976142883301,-0.007260762155056
7,0,known,"请回答下面查询。
对象：上海
属性：所在国家
答案：",1.028193473815918,0.8190284967422485,0.7762945368885994,1.028193473815918,-0.8190284967422485,-0.7762945368885994
8,0,known,"请回答下面查询。
对象：地球
属性：所属恒星
答案：",3.7018814086914062,0.25489720702171326,0.07130162417888641,3.7018814086914062,-0.25489720702171326,-0.07130162417888641
9,0,known,"请回答下面查询。
对象：特斯拉公司
属性：创始人
答案：",1.3182179927825928,0.7939468026161194,0.7521966136991978,1.3182179927825928,-0.7939468026161194,-0.7521966136991978
10,0,known,"请回答下面查询。
对象：TensorFlow
属性：主要编程语言
答案：",0.6794256567955017,0.8764841556549072,0.8385711684823036,0.6794256567955017,-0.8764841556549072,-0.8385711684823036
11,0,known,"请回答下面查询。
对象：麻疹
属性：常见病原体
答案：",1.4100662469863892,0.7681015133857727,0.7050518989562988,1.4100662469863892,-0.7681015133857727,-0.7050518989562988
12,0,known,"请回答下面查询。
对象：Angular
属性：主要编程语言
答案：",1.332514762878418,0.7463666796684265,0.6939635165035725,1.332514762878418,-0.7463666796684265,-0.6939635165035725
13,0,known,"请回答下面查询。
对象：谷神星
属性：所属恒星
答案：",5.070712089538574,0.25571179389953613,0.19775626435875893,5.070712089538574,-0.25571179389953613,-0.19775626435875893
14,0,known,"请回答下面查询。
对象：墨尔本大学
属性：所在国家
答案：",0.2697165608406067,0.9505333304405212,0.920918557792902,0.2697165608406067,-0.9505333304405212,-0.920918557792902
15,1,unknown,"请回答下面查询。
对象：疟疾
属性：颁发机构
答案：",2.452155113220215,0.5073246955871582,0.4282987490296364,2.452155113220215,-0.5073246955871582,-0.4282987490296364
16,1,unknown,"请回答下面查询。
对象：特斯拉公司
属性：所属恒星
答案：",4.570957183837891,0.41193556785583496,0.388695752248168,4.570957183837891,-0.41193556785583496,-0.388695752248168
17,0,known,"请回答下面查询。
对象：Spring
属性：主要编程语言
答案：",1.192222237586975,0.6670817732810974,0.45386962592601776,1.192222237586975,-0.6670817732810974,-0.45386962592601776
18,0,known,"请回答下面查询。
对象：《教父》
属性：导演
答案：",3.830580711364746,0.1817949116230011,0.039102450013160706,3.830580711364746,-0.1817949116230011,-0.039102450013160706
19,1,unknown,"请回答下面查询。
对象：上海
属性：导演
答案：",5.00779914855957,0.07507055252790451,0.01795988902449608,5.00779914855957,-0.07507055252790451,-0.01795988902449608
