index,label,label_name,prompt,entropy,top1_prob,margin,score_entropy,score_neg_top1_prob,score_neg_margin
0,0,known,"请回答下面查询。
对象：Smalltalk
属性：主要设计者
答案：",2.7901883125305176,0.37127894163131714,0.1563991755247116,2.7901883125305176,-0.37127894163131714,-0.1563991755247116
1,1,unknown,"请回答下面查询。
对象：唐古拉山主峰
属性：主要设计者
答案：",5.737089157104492,0.10882748663425446,0.07431481778621674,5.737089157104492,-0.10882748663425446,-0.07431481778621674
2,0,known,"请回答下面查询。
对象：电流
属性：国际单位
答案：",0.36857837438583374,0.9535727500915527,0.9424711335450411,0.36857837438583374,-0.9535727500915527,-0.9424711335450411
3,0,known,"请回答下面查询。
对象：功率
属性：国际单位
答案：",0.7510429620742798,0.8906995058059692,0.8748876955360174,0.7510429620742798,-0.8906995058059692,-0.8748876955360174
4,1,unknown,"请回答下面查询。
对象：氧
属性：主要流经大洲
答案：",2.059709072113037,0.5091622471809387,0.3586541712284088,2.059709072113037,-0.5091622471809387,-0.3586541712284088
5,1,unknown,"请回答下面查询。
对象：放射性活度
属性：出生国家
答案：",3.1893465518951416,0.5084851384162903,0.459304578602314,3.1893465518951416,-0.5084851384162903,-0.459304578602314
6,0,known,"请回答下面查询。
对象：甲烷
属性：化学式
答案：",0.5506688356399536,0.9183116555213928,0.8986477088183165,0.5506688356399536,-0.9183116555213928,-0.8986477088183165
7,0,known,"请回答下面查询。
对象：联合国儿童基金会
属性：总部所在地
答案：",1.8616167306900024,0.63290935754776,0.5229262113571167,1.8616167306900024,-0.63290935754776,-0.5229262113571167
8,0,known,"请回答下面查询。
对象：体积
属性：国际单位
答案：",1.533287763595581,0.6815046668052673,0.5270457565784454,1.533287763595581,-0.6815046668052673,-0.5270457565784454
9,0,known,"请回答下面查询。
对象：氯
属性：化学符号
答案：",0.8482555747032166,0.8845880031585693,0.8660849742591381,0.8482555747032166,-0.8845880031585693,-0.8660849742591381
10,0,known,"请回答下面查询。
对象：《变形记》
属性：作者
答案：",1.5371869802474976,0.6730509996414185,0.5485490784049034,1.5371869802474976,-0.6730509996414185,-0.5485490784049034
11,1,unknown,"请回答下面查询。
对象：印度河
属性：化学符号
答案：",0.7760336399078369,0.9142130613327026,0.9089442030526698,0.7760336399078369,-0.9142130613327026,-0.9089442030526698
12,1,unknown,"请回答下面查询。
对象：干城章嘉峰
属性：主要设计者
答案：",5.643711566925049,0.044636696577072144,0.0017100051045417786,5.643711566925049,-0.044636696577072144,-0.0017100051045417786
13,0,known,"请回答下面查询。
对象：Python
属性：主要设计者
答案：",3.9633302688598633,0.39670050144195557,0.364642184227705,3.9633302688598633,-0.39670050144195557,-0.364642184227705
14,1,unknown,"请回答下面查询。
对象：世界自然基金会
属性：化学式
答案：",4.920302391052246,0.17724117636680603,0.13611791655421257,4.920302391052246,-0.17724117636680603,-0.13611791655421257
15,0,known,"请回答下面查询。
对象：联合国教科文组织
属性：总部所在地
答案：",1.5602284669876099,0.5775078535079956,0.2960529923439026,1.5602284669876099,-0.5775078535079956,-0.2960529923439026
16,1,unknown,"请回答下面查询。
对象：速度
属性：出生国家
答案：",3.6263387203216553,0.2193390130996704,0.11969977617263794,3.6263387203216553,-0.2193390130996704,-0.11969977617263794
17,0,known,"请回答下面查询。
对象：门捷列夫
属性：出生国家
答案：",1.3947467803955078,0.5027623772621155,0.10504460334777832,1.3947467803955078,-0.5027623772621155,-0.10504460334777832
18,0,known,"请回答下面查询。
对象：珠穆朗玛峰
属性：所在山脉
答案：",0.3020358085632324,0.9656486511230469,0.959906694944948,0.3020358085632324,-0.9656486511230469,-0.959906694944948
19,0,known,"请回答下面查询。
对象：铅
属性：化学符号
答案：",0.5631333589553833,0.9114272594451904,0.8825837001204491,0.5631333589553833,-0.9114272594451904,-0.8825837001204491
20,1,unknown,"请回答下面查询。
对象：维苏威火山
属性：主要设计者
答案：",5.409224510192871,0.1291700154542923,0.08884116634726524,5.409224510192871,-0.1291700154542923,-0.08884116634726524
21,1,unknown,"请回答下面查询。
对象：功率
属性：出生国家
答案：",3.6913001537323,0.24900449812412262,0.1602191999554634,3.6913001537323,-0.24900449812412262,-0.1602191999554634
22,1,unknown,"请回答下面查询。
对象：银
属性：主要流经大洲
答案：",2.174704074859619,0.3281362056732178,0.12279380857944489,2.174704074859619,-0.3281362056732178,-0.12279380857944489
23,1,unknown,"请回答下面查询。
对象：Python
属性：所在山脉
答案：",3.6225922107696533,0.314014732837677,0.19008032232522964,3.6225922107696533,-0.314014732837677,-0.19008032232522964
24,0,known,"请回答下面查询。
对象：勒拿河
属性：主要流经大洲
答案：",2.151931047439575,0.3420035243034363,0.03543353080749512,2.151931047439575,-0.3420035243034363,-0.03543353080749512
25,1,unknown,"请回答下面查询。
对象：丘吉尔
属性：国际单位
答案：",4.302290439605713,0.17169533669948578,0.10012207925319672,4.302290439605713,-0.17169533669948578,-0.10012207925319672
26,1,unknown,"请回答下面查询。
对象：黄山
属性：主要设计者
答案：",3.783029079437256,0.3017367720603943,0.2338821440935135,3.783029079437256,-0.3017367720603943,-0.2338821440935135
27,1,unknown,"请回答下面查询。
对象：硅
属性：主要流经大洲
答案：",1.5328378677368164,0.6762264966964722,0.5928990393877029,1.5328378677368164,-0.6762264966964722,-0.5928990393877029
28,0,known,"请回答下面查询。
对象：国际标准化组织
属性：总部所在地
答案：",2.610945463180542,0.5957326292991638,0.5334315039217472,2.610945463180542,-0.5957326292991638,-0.5334315039217472
29,1,unknown,"请回答下面查询。
对象：肯尼亚
属性：作者
答案：",4.742514610290527,0.2860170006752014,0.25131919980049133,4.742514610290527,-0.2860170006752014,-0.25131919980049133
30,0,known,"请回答下面查询。
对象：钾
属性：化学符号
答案：",0.4683908522129059,0.9417673349380493,0.930096029303968,0.4683908522129059,-0.9417673349380493,-0.930096029303968
31,1,unknown,"请回答下面查询。
对象：尼罗河
属性：化学符号
答案：",3.248117208480835,0.4201466143131256,0.2939957231283188,3.248117208480835,-0.4201466143131256,-0.2939957231283188
32,0,known,"请回答下面查询。
对象：钠
属性：化学符号
答案：",0.6167566180229187,0.9038840532302856,0.888209892436862,0.6167566180229187,-0.9038840532302856,-0.888209892436862
33,1,unknown,"请回答下面查询。
对象：多瑙河
属性：化学符号
答案：",2.213125705718994,0.6019971966743469,0.5254618525505066,2.213125705718994,-0.6019971966743469,-0.5254618525505066
34,0,known,"请回答下面查询。
对象：墨西哥
属性：首都
答案：",1.1390434503555298,0.8562365174293518,0.8421787992119789,1.1390434503555298,-0.8562365174293518,-0.8421787992119789
35,1,unknown,"请回答下面查询。
对象：莫扎特
属性：国际单位
答案：",4.5722551345825195,0.18305321037769318,0.10909303277730942,4.5722551345825195,-0.18305321037769318,-0.10909303277730942
36,1,unknown,"请回答下面查询。
对象：汞
属性：主要流经大洲
答案：",2.722639560699463,0.26971742510795593,0.07845914363861084,2.722639560699463,-0.26971742510795593,-0.07845914363861084
37,1,unknown,"请回答下面查询。
对象：C++
属性：所在山脉
答案：",5.30247688293457,0.12654104828834534,0.08415510505437851,5.30247688293457,-0.12654104828834534,-0.08415510505437851
38,0,known,"请回答下面查询。
对象：长度
属性：国际单位
答案：",0.5180299282073975,0.9194691777229309,0.8894474450498819,0.5180299282073975,-0.9194691777229309,-0.8894474450498819
39,1,unknown,"请回答下面查询。
对象：越南
属性：作者
答案：",5.270963191986084,0.11941809207201004,0.01153283566236496,5.270963191986084,-0.11941809207201004,-0.01153283566236496
40,0,known,"请回答下面查询。
对象：盐酸
属性：化学式
答案：",2.4810914993286133,0.3176480531692505,0.023871630430221558,2.4810914993286133,-0.3176480531692505,-0.023871630430221558
41,1,unknown,"请回答下面查询。
对象：频率
属性：出生国家
答案：",3.949207305908203,0.23597660660743713,0.16400781273841858,3.949207305908203,-0.23597660660743713,-0.16400781273841858
42,0,known,"请回答下面查询。
对象：《百年孤独》
属性：作者
答案：",0.3881380259990692,0.9333443641662598,0.9068674221634865,0.3881380259990692,-0.9333443641662598,-0.9068674221634865
43,1,unknown,"请回答下面查询。
对象：能量
属性：出生国家
答案：",4.406192779541016,0.14528945088386536,0.02198389172554016,4.406192779541016,-0.14528945088386536,-0.02198389172554016
44,1,unknown,"请回答下面查询。
对象：恒河
属性：化学符号
答案：",1.0497825145721436,0.8562023043632507,0.8332063276320696,1.0497825145721436,-0.8562023043632507,-0.8332063276320696
45,1,unknown,"请回答下面查询。
对象：碳酸钠
属性：总部所在地
答案：",4.5625529289245605,0.15041691064834595,0.02860558032989502,4.5625529289245605,-0.15041691064834595,-0.02860558032989502
