,AUROC,AUROC,AUROC,Accuracy,Accuracy,Accuracy,F1,F1,F1
,mean,std,max,mean,std,max,mean,std,max
layer,,,,,,,,,
0,0.5,0.0,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,0.6666666666666666
1,0.5046333333333333,0.049919683091393205,0.5865,0.5033333333333333,0.03986086914367132,0.5716666666666665,0.505340784730193,0.039499702211621926,0.5848202383460632
2,0.5033222222222222,0.055677094215680706,0.6038888888888889,0.4998333333333333,0.04006514756471908,0.5750000000000001,0.49836700964900427,0.03635978215546877,0.5698623265558034
3,0.5047222222222222,0.04629384437951599,0.5804444444444444,0.5023333333333333,0.040377845043666837,0.55,0.49519559818951125,0.042230165736100535,0.5569974460003286
4,0.5079444444444444,0.044542230389438796,0.5778333333333334,0.5101666666666667,0.03584474409187971,0.5733333333333334,0.5071009877036184,0.03714214687255171,0.5690776513570202
5,0.5105777777777778,0.0414818882255191,0.5662777777777779,0.5083333333333333,0.03701851388657258,0.5683333333333332,0.5100992009584253,0.03156810488818451,0.570724175408025
6,0.5004444444444445,0.03974213003681138,0.548611111111111,0.49733333333333335,0.033399933466334276,0.5416666666666667,0.49556567609663443,0.030497408832597817,0.5444055227412472
7,0.5032277777777778,0.028872495942468712,0.5373333333333333,0.5006666666666667,0.026645825188948445,0.5416666666666666,0.4994824944747197,0.026719321270561414,0.5353404687941354
8,0.5032,0.048140079095941576,0.5722777777777778,0.5001666666666666,0.03439467730856752,0.5483333333333332,0.49917619850223793,0.03272621863856525,0.5448953631379475
9,0.5009166666666667,0.03604731544258581,0.5368333333333333,0.4953333333333333,0.030729806176647452,0.5333333333333333,0.4886037755337445,0.030398156151016292,0.5288122881700114
10,0.4994944444444444,0.03573704116335194,0.5468888888888889,0.504,0.025989076527753608,0.5416666666666667,0.5053249017983752,0.02585374204916959,0.5488289412798372
11,0.4990277777777778,0.03278768682611517,0.5592777777777778,0.49733333333333335,0.026166607690426575,0.5316666666666666,0.49475499582211313,0.026246977606607335,0.530855669559897
12,0.5080055555555555,0.036742733014233975,0.5633888888888888,0.5026666666666666,0.026634239543290552,0.5466666666666666,0.5017856036407353,0.02596793739048974,0.5414405347215527
13,0.5074611111111111,0.034583877976771316,0.5677777777777777,0.5025000000000001,0.025763046557059854,0.5433333333333333,0.5016459079773029,0.02490697162741189,0.5460431874543167
14,0.5099722222222222,0.04078334682932263,0.5652222222222222,0.5056666666666667,0.03326103270038822,0.5599999999999999,0.5029194175452665,0.035075314416509705,0.5618872203184841
15,0.5077833333333334,0.03886692016166478,0.554,0.5,0.03350879744444494,0.545,0.4996153826194448,0.03425831194844272,0.535322626781546
16,0.5022166666666668,0.04167152605408481,0.5628888888888889,0.5018333333333334,0.026015783433414444,0.5383333333333333,0.5016834089144642,0.024863198218905015,0.537994186585659
17,0.5051222222222223,0.03524221304411677,0.5790555555555557,0.5055,0.02364931549658022,0.5650000000000001,0.5020533002774731,0.023959021839164305,0.5591003216861641
18,0.5105777777777778,0.03632231871401779,0.5682777777777778,0.506,0.03628760288937244,0.5549999999999999,0.5034210081157778,0.04009351464713103,0.5508723857212956
19,0.5039333333333333,0.03242091570320451,0.5506666666666666,0.5021666666666667,0.027622342897743013,0.545,0.4992035253553785,0.027264474416523722,0.545589307405986
20,0.49556111111111106,0.026302443856266906,0.5504444444444445,0.49866666666666665,0.02638508744549035,0.5516666666666666,0.49534502500153116,0.02861153215647808,0.5465351218342896
21,0.4959111111111111,0.026637641096434246,0.5367777777777778,0.49716666666666665,0.01668609978173225,0.53,0.49716348585295905,0.017633445945339003,0.529586428975208
22,0.48837777777777786,0.02580614924432359,0.534888888888889,0.49016666666666664,0.020704415942164912,0.5199999999999999,0.4900011782117157,0.020505775443688912,0.5257594332654001
23,0.49092222222222226,0.02742439663628349,0.5313333333333332,0.49749999999999994,0.023534188422194593,0.5316666666666666,0.49741004652394577,0.025417126237767342,0.5379027068311815
24,0.4939222222222222,0.03467636181301471,0.5360555555555555,0.4956666666666667,0.02744466936480035,0.5366666666666667,0.4934136021368317,0.026939346245645784,0.5331399481270294
