threshold,coverage_direct_answer,conservative_route_rate,high_risk_recall,missed_high_risk_count,direct_high_risk_rate,estimated_avg_cost
1.9625016e-07,0.0,1.0,1.0,0,0.0,3.0
3.529153158e-06,0.01,0.99,1.0,0,0.0,2.98
8.24291331e-06,0.02,0.98,1.0,0,0.0,2.96
1.1882894339999999e-05,0.03,0.97,1.0,0,0.0,2.94
1.481375368e-05,0.04,0.96,0.997275204359673,1,0.041666666666666664,2.92
1.688772825e-05,0.05,0.95,0.997275204359673,1,0.03333333333333333,2.9
2.056003898e-05,0.06,0.94,0.9945504087193461,2,0.05555555555555555,2.88
2.2875465920000003e-05,0.07,0.93,0.9945504087193461,2,0.047619047619047616,2.86
2.5337116200000002e-05,0.08,0.92,0.9945504087193461,2,0.041666666666666664,2.84
2.9852002569999994e-05,0.09,0.91,0.9945504087193461,2,0.037037037037037035,2.82
3.4042508500000005e-05,0.1,0.9,0.9918256130790191,3,0.05,2.8
3.82194637e-05,0.11,0.89,0.989100817438692,4,0.06060606060606061,2.78
4.0894248399999997e-05,0.12,0.88,0.9836512261580381,6,0.08333333333333333,2.76
4.368874392e-05,0.13,0.87,0.9809264305177112,7,0.08974358974358974,2.74
4.777588092e-05,0.14,0.86,0.9809264305177112,7,0.08333333333333333,2.72
5.23516361e-05,0.15,0.85,0.9727520435967303,10,0.1111111111111111,2.7
5.850594416e-05,0.16,0.84,0.9727520435967303,10,0.10416666666666667,2.68
6.401232352e-05,0.17,0.83,0.9727520435967303,10,0.09803921568627451,2.66
6.839675199999999e-05,0.18,0.82,0.9700272479564033,11,0.10185185185185185,2.64
7.38827663e-05,0.19,0.81,0.9673024523160763,12,0.10526315789473684,2.62
8.0809372e-05,0.2,0.8,0.9645776566757494,13,0.10833333333333334,2.6
8.76109927e-05,0.21,0.79,0.9618528610354223,14,0.1111111111111111,2.58
9.5850264e-05,0.22,0.78,0.9564032697547684,16,0.12121212121212122,2.56
0.00010358592930000004,0.23,0.77,0.9509536784741145,18,0.13043478260869565,2.54
0.0001175037024,0.24,0.76,0.9509536784741145,18,0.125,2.52
0.00013182015,0.25,0.75,0.9455040871934605,20,0.13333333333333333,2.5
0.00013946336700000001,0.26,0.74,0.9455040871934605,20,0.1282051282051282,2.48
0.00014885436470000012,0.27,0.73,0.9427792915531336,21,0.12962962962962962,2.46
0.0001721677568000001,0.28,0.72,0.9400544959128065,22,0.13095238095238096,2.44
0.00018612252459999993,0.29,0.71,0.9373297002724795,23,0.13218390804597702,2.42
0.000192168947,0.3,0.7,0.9346049046321526,24,0.13333333333333333,2.4
0.00020662495979999998,0.31,0.69,0.9318801089918256,25,0.13440860215053763,2.38
0.00021599665000000002,0.32,0.68,0.9209809264305178,29,0.15104166666666666,2.36
0.00023048696620000004,0.33,0.67,0.9155313351498637,31,0.15656565656565657,2.34
0.00025633573760000007,0.34,0.66,0.9128065395095368,32,0.1568627450980392,2.32
0.00029367069050000055,0.35,0.65,0.9128065395095368,32,0.1523809523809524,2.3
0.0003142487648,0.36,0.64,0.9073569482288828,34,0.1574074074074074,2.28
0.00034389739869999995,0.37,0.63,0.9046321525885559,35,0.15765765765765766,2.26
0.00042564658460000004,0.38,0.62,0.9019073569482289,36,0.15789473684210525,2.24
0.0004636156889000001,0.39,0.61,0.8991825613079019,37,0.1581196581196581,2.22
0.0005061735800000002,0.4,0.6,0.8991825613079019,37,0.15416666666666667,2.2
0.0005611150534000003,0.41,0.59,0.8910081743869209,40,0.16260162601626016,2.18
0.0008545553939999993,0.42,0.58,0.885558583106267,42,0.16666666666666666,2.16
0.0010468517459999995,0.43,0.57,0.8801089918256131,44,0.17054263565891473,2.14
0.0012801961040000002,0.44,0.56,0.8719346049046321,47,0.17803030303030304,2.12
0.001819532355000002,0.45,0.55,0.8637602179836512,50,0.18518518518518517,2.1
0.0029930775500000154,0.46,0.54,0.8555858310626703,53,0.19202898550724637,2.08
0.004722594206000003,0.47,0.53,0.8446866485013624,57,0.20212765957446807,2.06
0.007116064319999974,0.48,0.52,0.8365122615803815,60,0.20833333333333334,2.04
0.03699373226999999,0.49,0.51,0.8283378746594006,63,0.21428571428571427,2.02
0.58954865,0.5,0.5,0.8174386920980926,67,0.22333333333333333,2.0
0.9826660276,0.51,0.49,0.8010899182561307,73,0.238562091503268,1.98
0.9921361784,0.52,0.48,0.784741144414169,79,0.2532051282051282,1.96
0.9955303712,0.53,0.47,0.7683923705722071,85,0.2672955974842767,1.94
0.9972524899999999,0.54,0.46,0.7520435967302452,91,0.2808641975308642,1.92
0.997948477,0.55,0.45,0.7356948228882834,97,0.29393939393939394,1.9
0.9982400220000001,0.56,0.44,0.7193460490463215,103,0.30654761904761907,1.88
0.998533759,0.57,0.43,0.7029972752043597,109,0.31871345029239767,1.86
0.9988210948,0.58,0.42,0.6866485013623979,115,0.33045977011494254,1.84
